orf	target	blast_score	hmmer_score	expect	evalue
Pf3D7_14_v3-3-3209982-3210854	CHEMBL5913	31.2	95.8	0.30	0.00000000000000000000000000076
Pf3D7_14_v3-3-3212490-3212639	CHEMBL1907609	23.9	9.7	1.4	0.6
Pf3D7_14_v3-3-3212490-3212639	CHEMBL1994	28.1	7.2	0.046	3.9
Pf3D7_14_v3-3-3212490-3212639	CHEMBL3038457	28.1	6.6	0.053	5.7
Pf3D7_14_v3-3-3244254-3244418	CHEMBL285	25.8	11.3	0.41	0.21
Pf3D7_14_v3-3-3251157-3251369	CHEMBL2362996	25.4	13.9	1.1	0.028
Pf3D7_14_v3-3-325374-325583	CHEMBL1914266	22.7	11.9	8.0	0.12
Pf3D7_14_v3-3-3272865-3273845	CHEMBL5922	29.6	16.4	0.86	0.002
Pf3D7_14_v3-3-3272865-3273845	CHEMBL2529	31.2	11.5	0.30	0.062
Pf3D7_14_v3-3-3272865-3273845	CHEMBL1667675	31.2	11.3	0.30	0.071
Pf3D7_14_v3-3-3272865-3273845	CHEMBL5958	30.8	11.3	0.38	0.072
Pf3D7_14_v3-3-3272865-3273845	CHEMBL4090	30.8	11.3	0.37	0.072
Pf3D7_14_v3-3-3272865-3273845	CHEMBL2856	31.2	11.2	0.30	0.073
Pf3D7_14_v3-3-334893-335165	CHEMBL4383	25.4	6.9	1.9	4.7
Pf3D7_14_v3-3-337509-337712	CHEMBL5993	24.3	15.7	2.6	0.0086
Pf3D7_14_v3-3-34308-34457	CHEMBL2125	25.4	13.1	0.48	0.05
Pf3D7_14_v3-3-346566-346757	CHEMBL1075218	28.5	15.7	0.065	0.0072
Pf3D7_14_v3-3-356529-360185	CHEMBL1795162	44.7	13.1	0.00009	0.0047
Pf3D7_14_v3-3-427185-428585	CHEMBL5663	36.2	179.1	0.016	0.000000000000000000000000000000000000000000000000000049
Pf3D7_14_v3-3-427185-428585	CHEMBL2111324	106	143.0	0.0000000000000000000000007	0.0000000000000000000000000000000000000000046
Pf3D7_14_v3-3-427185-428585	CHEMBL1293283	45.8	117.8	0.00001	0.0000000000000000000000000000000002
Pf3D7_14_v3-3-427185-428585	CHEMBL1293300	43.5	116.9	0.00007	0.00000000000000000000000000000000037
Pf3D7_14_v3-3-427185-428585	CHEMBL3586	28.9	96.3	2.6	0.00000000000000000000000000064
Pf3D7_14_v3-3-432153-432329	CHEMBL4106	26.6	11.9	0.28	0.099
Pf3D7_14_v3-3-435885-436034	CHEMBL3579	24.6	10.4	0.86	0.52
Pf3D7_14_v3-3-449817-450023	CHEMBL1075069	24.3	9.9	2.3	0.58
Pf3D7_14_v3-3-449817-450023	CHEMBL6185	24.3	9.6	2.3	0.72
Pf3D7_14_v3-3-451920-452117	CHEMBL4687	25.4	15.0	0.86	0.011
Pf3D7_14_v3-3-451920-452117	CHEMBL1075167	25.8	12.3	0.64	0.079
Pf3D7_14_v3-3-454149-454304	CHEMBL4464	24.3	13.3	1.2	0.051
Pf3D7_14_v3-3-454149-454304	CHEMBL5674	23.1	10.7	3.6	0.36
Pf3D7_14_v3-3-465561-465815	CHEMBL1795137	25.0	8.0	2.3	1.9
Pf3D7_14_v3-3-465561-465815	CHEMBL325	24.3	7.7	4.8	2.3
Pf3D7_14_v3-3-465561-465815	CHEMBL6144	23.9	7.5	5.0	2.6
Pf3D7_14_v3-3-493380-493571	CHEMBL2111384	30.0	10.5	0.016	0.31
Pf3D7_14_v3-3-493380-493571	CHEMBL2111376	30.4	10.0	0.014	0.43
Pf3D7_14_v3-3-507360-507815	CHEMBL2062355	275	313.0	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012
Pf3D7_14_v3-3-507360-507815	CHEMBL5898	275	312.9	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013
Pf3D7_14_v3-3-507360-507815	CHEMBL2382	144	266.7	0.0000000000000000000000000000000000000000007	0.000000000000000000000000000000000000000000000000000000000000000000000000000000021
Pf3D7_14_v3-3-508173-508865	CHEMBL5898	358	467.3	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000027
Pf3D7_14_v3-3-508173-508865	CHEMBL2062355	357	467.0	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000034
Pf3D7_14_v3-3-508173-508865	CHEMBL2382	199	397.8	0.000000000000000000000000000000000000000000000000000000000000005	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000047
Pf3D7_14_v3-3-519534-519749	CHEMBL5283	33.1	16.4	0.002	0.0036
Pf3D7_14_v3-3-519534-519749	CHEMBL2096904	24.6	13.2	1.7	0.036
Pf3D7_14_v3-3-519534-519749	CHEMBL2096904	25.0	13.2	1.6	0.036
Pf3D7_14_v3-3-519534-519749	CHEMBL3248	27.7	13.1	0.14	0.039
Pf3D7_14_v3-3-519534-519749	CHEMBL5306	27.7	9.3	0.16	0.63
Pf3D7_14_v3-3-526455-526637	CHEMBL2363066	24.3	14.5	1.7	0.018
Pf3D7_14_v3-3-551853-552716	CHEMBL1795109	62.4	103.5	0.00000000002	0.0000000000000000000000000000055
Pf3D7_14_v3-3-551853-552716	CHEMBL2111411	59.3	97.6	0.0000000002	0.00000000000000000000000000035
Pf3D7_14_v3-3-561303-561494	CHEMBL3038483	25.4	12.8	0.85	0.047
Pf3D7_14_v3-3-56370-56549	CHEMBL1916	22.7	11.3	6.0	0.19
Pf3D7_14_v3-3-575487-575762	CHEMBL1914275	147	157.0	0.000000000000000000000000000000000000000000002	0.000000000000000000000000000000000000000000000039
Pf3D7_14_v3-3-575487-575762	CHEMBL3855	147	157.0	0.000000000000000000000000000000000000000000002	0.000000000000000000000000000000000000000000000039
Pf3D7_14_v3-3-575487-575762	CHEMBL6183	147	157.0	0.000000000000000000000000000000000000000000002	0.000000000000000000000000000000000000000000000039
Pf3D7_14_v3-3-575487-575762	CHEMBL6013	146	156.9	0.000000000000000000000000000000000000000000002	0.000000000000000000000000000000000000000000000041
Pf3D7_14_v3-3-575487-575762	CHEMBL1770034	139	153.3	0.000000000000000000000000000000000000000001	0.00000000000000000000000000000000000000000000058
Pf3D7_14_v3-3-575487-575762	CHEMBL3142	139	153.3	0.000000000000000000000000000000000000000001	0.00000000000000000000000000000000000000000000058
Pf3D7_14_v3-3-575487-575762	CHEMBL6070	77.0	112.6	0.0000000000000000006	0.0000000000000000000000000000000029
Pf3D7_14_v3-3-575487-575762	CHEMBL3102	77.0	112.5	0.0000000000000000006	0.0000000000000000000000000000000029
Pf3D7_14_v3-3-575487-575762	CHEMBL4785	77.0	112.5	0.0000000000000000006	0.0000000000000000000000000000000029
Pf3D7_14_v3-3-575487-575762	CHEMBL3392	76.3	111.0	0.000000000000000001	0.0000000000000000000000000000000087
Pf3D7_14_v3-3-575766-576215	CHEMBL6013	223	239.7	0.00000000000000000000000000000000000000000000000000000000000000000000000003	0.0000000000000000000000000000000000000000000000000000000000000000000000033
Pf3D7_14_v3-3-575766-576215	CHEMBL1914275	223	239.6	0.00000000000000000000000000000000000000000000000000000000000000000000000005	0.0000000000000000000000000000000000000000000000000000000000000000000000036
Pf3D7_14_v3-3-575766-576215	CHEMBL3855	223	239.6	0.00000000000000000000000000000000000000000000000000000000000000000000000005	0.0000000000000000000000000000000000000000000000000000000000000000000000036
Pf3D7_14_v3-3-575766-576215	CHEMBL6183	221	239.3	0.0000000000000000000000000000000000000000000000000000000000000000000000001	0.0000000000000000000000000000000000000000000000000000000000000000000000045
Pf3D7_14_v3-3-575766-576215	CHEMBL1770034	221	237.1	0.0000000000000000000000000000000000000000000000000000000000000000000000002	0.000000000000000000000000000000000000000000000000000000000000000000000021
Pf3D7_14_v3-3-575766-576215	CHEMBL3142	221	237.1	0.0000000000000000000000000000000000000000000000000000000000000000000000002	0.000000000000000000000000000000000000000000000000000000000000000000000021
Pf3D7_14_v3-3-575766-576215	CHEMBL6070	136	215.5	0.0000000000000000000000000000000000000002	0.000000000000000000000000000000000000000000000000000000000000000092
Pf3D7_14_v3-3-575766-576215	CHEMBL3102	135	215.5	0.0000000000000000000000000000000000000002	0.000000000000000000000000000000000000000000000000000000000000000093
Pf3D7_14_v3-3-575766-576215	CHEMBL4785	135	215.5	0.0000000000000000000000000000000000000002	0.000000000000000000000000000000000000000000000000000000000000000093
Pf3D7_14_v3-3-575766-576215	CHEMBL2722	132	213.8	0.000000000000000000000000000000000000005	0.00000000000000000000000000000000000000000000000000000000000000032
Pf3D7_14_v3-3-587688-587900	CHEMBL3048	26.2	12.1	0.59	0.1
Pf3D7_14_v3-3-587688-587900	CHEMBL298	25.4	11.8	1.1	0.13
Pf3D7_14_v3-3-587688-587900	CHEMBL5958	25.0	10.3	1.6	0.41
Pf3D7_14_v3-3-606297-606449	CHEMBL2163181	22.7	10.0	4.3	0.42
Pf3D7_14_v3-3-637860-638030	CHEMBL5461	23.1	8.6	4.2	1.2
Pf3D7_14_v3-3-640347-641516	CHEMBL5810	64.3	270.7	0.000000000004	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000074
Pf3D7_14_v3-3-640347-641516	CHEMBL4484	30.0	135.6	0.83	0.00000000000000000000000000000000000000081
Pf3D7_14_v3-3-640347-641516	CHEMBL1955712	29.3	113.3	1.4	0.0000000000000000000000000000000049
Pf3D7_14_v3-3-640347-641516	CHEMBL4730	33.9	100.8	0.034	0.000000000000000000000000000031
Pf3D7_14_v3-3-654372-654569	CHEMBL5025	28.5	14.0	0.064	0.025
Pf3D7_14_v3-3-669357-669509	CHEMBL3158	25.0	6.3	0.80	6
Pf3D7_14_v3-3-674502-674702	CHEMBL1163117	23.5	11.3	4.3	0.19
Pf3D7_14_v3-3-694389-694541	CHEMBL5588	26.2	9.9	0.23	0.46
Pf3D7_14_v3-3-716898-723365	CHEMBL4419	43.5	286.3	0.0005	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000013
Pf3D7_14_v3-3-716898-723365	CHEMBL2111325	49.3	270.2	0.000009	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000094
Pf3D7_14_v3-3-716898-723365	CHEMBL5972	43.5	234.5	0.0004	0.00000000000000000000000000000000000000000000000000000000000000000000054
Pf3D7_14_v3-3-716898-723365	CHEMBL1075219	43.9	234.2	0.0003	0.00000000000000000000000000000000000000000000000000000000000000000000065
Pf3D7_14_v3-3-716898-723365	CHEMBL1877	37.0	215.5	0.042	0.00000000000000000000000000000000000000000000000000000000000000029
Pf3D7_14_v3-3-716898-723365	CHEMBL1944493	63.5	169.9	0.0000000004	0.000000000000000000000000000000000000000000000000016
Pf3D7_14_v3-3-716898-723365	CHEMBL4925	45.4	136.5	0.0001	0.00000000000000000000000000000000000000019
Pf3D7_14_v3-3-716898-723365	CHEMBL2364103	52.0	125.6	0.0000008	0.00000000000000000000000000000000000037
Pf3D7_14_v3-3-716898-723365	CHEMBL3847	48.9	122.9	0.000008	0.0000000000000000000000000000000000024
Pf3D7_14_v3-3-727101-727286	CHEMBL3309006	28.9	9.0	0.048	0.82
Pf3D7_14_v3-3-727101-727286	CHEMBL3488	28.9	8.7	0.051	1.1
Pf3D7_14_v3-3-736236-736529	CHEMBL4843	27.3	12.1	0.49	0.091
Pf3D7_14_v3-3-744936-745097	CHEMBL3363	26.2	14.1	0.31	0.024
Pf3D7_14_v3-3-744936-745097	CHEMBL2362996	25.4	12.7	0.58	0.065
Pf3D7_14_v3-3-744936-745097	CHEMBL1795115	23.9	8.9	2.0	1
Pf3D7_14_v3-3-744936-745097	CHEMBL1741207	23.9	8.9	1.9	1.1
Pf3D7_14_v3-3-744936-745097	CHEMBL3526	23.9	8.9	1.9	1.1
Pf3D7_14_v3-3-744936-745097	CHEMBL1671612	23.9	8.9	1.9	1.1
Pf3D7_14_v3-3-744936-745097	CHEMBL2242732	23.9	6.4	2.2	6.6
Pf3D7_14_v3-3-753531-756437	CHEMBL2364103	542	1294.3	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002	0
Pf3D7_14_v3-3-757320-758036	CHEMBL2096907	84.7	224.3	0.0000000000000000003	0.00000000000000000000000000000000000000000000000000000000000000000039
Pf3D7_14_v3-3-769737-770504	CHEMBL1909484	29.6	15.1	0.52	0.0064
Pf3D7_14_v3-3-774807-774974	CHEMBL1075033	24.3	10.5	1.5	0.24
Pf3D7_14_v3-3-776427-776666	CHEMBL4069	29.6	14.7	0.041	0.015
Pf3D7_14_v3-3-783438-783656	CHEMBL5241	23.9	7.2	4.6	3.4
Pf3D7_14_v3-3-793629-796874	CHEMBL3491	68.6	388.3	0.000000000004	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000029
Pf3D7_14_v3-3-793629-796874	CHEMBL2010625	51.2	274.3	0.0000008	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000084
Pf3D7_14_v3-3-793629-796874	CHEMBL2010624	51.2	274.1	0.0000007	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000092
Pf3D7_14_v3-3-793629-796874	CHEMBL2552	47.4	261.9	0.00001	0.0000000000000000000000000000000000000000000000000000000000000000000000000000045
Pf3D7_14_v3-3-793629-796874	CHEMBL2364103	50.8	258.3	0.0000008	0.000000000000000000000000000000000000000000000000000000000000000000000000000055
Pf3D7_14_v3-3-793629-796874	CHEMBL6068	56.6	256.9	0.00000002	0.00000000000000000000000000000000000000000000000000000000000000000000000000014
Pf3D7_14_v3-3-793629-796874	CHEMBL3750	30.4	115.6	2.5	0.00000000000000000000000000000000069
Pf3D7_14_v3-3-793629-796874	CHEMBL2111382	37.0	95.1	0.025	0.0000000000000000000000000011
Pf3D7_14_v3-3-800625-800849	CHEMBL5736	30.0	13.3	0.026	0.046
Pf3D7_14_v3-3-802101-802268	CHEMBL4695	26.2	14.0	0.32	0.024
Pf3D7_14_v3-3-820062-821594	CHEMBL5187	32.3	15.4	0.26	0.0019
Pf3D7_14_v3-3-875979-876203	CHEMBL4572	23.9	8.1	3.8	1.5
Pf3D7_14_v3-3-880605-880808	CHEMBL5741	25.4	6.2	0.86	6.2
Pf3D7_14_v3-3-881874-882029	CHEMBL2983	22.7	14.8	4.3	0.012
Pf3D7_14_v3-3-893160-893312	CHEMBL1921663	22.3	6.7	5.9	5.6
Pf3D7_14_v3-3-894726-894899	CHEMBL2441	25.8	13.2	0.51	0.043
Pf3D7_14_v3-3-894726-894899	CHEMBL2062352	25.0	9.0	0.83	1
Pf3D7_14_v3-3-895032-895292	CHEMBL1075032	25.0	7.3	2.7	2.8
Pf3D7_14_v3-3-907167-907337	CHEMBL5340	24.3	9.0	1.5	0.87
Pf3D7_14_v3-3-912687-912878	CHEMBL2123	27.7	11.7	0.11	0.14
Pf3D7_14_v3-3-936042-936428	CHEMBL3957	26.6	13.8	1.9	0.015
Pf3D7_14_v3-3-936042-936428	CHEMBL3540	26.2	13.7	2.4	0.016
Pf3D7_14_v3-3-937752-937970	CHEMBL6013	57.4	105.0	0.000000000005	0.00000000000000000000000000000046
Pf3D7_14_v3-3-937752-937970	CHEMBL1770034	57.4	105.0	0.000000000006	0.00000000000000000000000000000046
Pf3D7_14_v3-3-937752-937970	CHEMBL3142	57.4	105.0	0.000000000006	0.00000000000000000000000000000046
Pf3D7_14_v3-3-937752-937970	CHEMBL1914275	57.0	105.0	0.000000000007	0.00000000000000000000000000000048
Pf3D7_14_v3-3-937752-937970	CHEMBL3855	57.0	105.0	0.000000000007	0.00000000000000000000000000000048
Pf3D7_14_v3-3-937752-937970	CHEMBL6183	56.6	104.9	0.000000000009	0.00000000000000000000000000000051
Pf3D7_14_v3-3-937752-937970	CHEMBL3157	50.8	103.0	0.000000001	0.000000000000000000000000000002
Pf3D7_14_v3-3-937752-937970	CHEMBL3392	50.8	103.0	0.000000001	0.000000000000000000000000000002
Pf3D7_14_v3-3-937752-937970	CHEMBL6041	58.5	99.1	0.000000000002	0.000000000000000000000000000034
Pf3D7_14_v3-3-937752-937970	CHEMBL3038515	58.5	99.0	0.000000000002	0.000000000000000000000000000036
Pf3D7_14_v3-3-938253-938858	CHEMBL6070	84.7	235.0	0.00000000000000000003	0.00000000000000000000000000000000000000000000000000000000000000000000018
Pf3D7_14_v3-3-938253-938858	CHEMBL3102	84.7	235.0	0.00000000000000000003	0.00000000000000000000000000000000000000000000000000000000000000000000019
Pf3D7_14_v3-3-938253-938858	CHEMBL4785	84.7	235.0	0.00000000000000000003	0.00000000000000000000000000000000000000000000000000000000000000000000019
Pf3D7_14_v3-3-938253-938858	CHEMBL1956	84.7	235.0	0.00000000000000000003	0.00000000000000000000000000000000000000000000000000000000000000000000019
Pf3D7_14_v3-3-938253-938858	CHEMBL3157	84.7	235.0	0.00000000000000000003	0.00000000000000000000000000000000000000000000000000000000000000000000019
Pf3D7_14_v3-3-938253-938858	CHEMBL3392	84.7	235.0	0.00000000000000000003	0.00000000000000000000000000000000000000000000000000000000000000000000019
Pf3D7_14_v3-3-938253-938858	CHEMBL2722	84.7	235.0	0.00000000000000000003	0.00000000000000000000000000000000000000000000000000000000000000000000019
Pf3D7_14_v3-3-938253-938858	CHEMBL1770034	82.0	223.7	0.0000000000000000004	0.00000000000000000000000000000000000000000000000000000000000000000053
Pf3D7_14_v3-3-938253-938858	CHEMBL3038515	106	211.9	0.000000000000000000000000002	0.0000000000000000000000000000000000000000000000000000000000000022
Pf3D7_14_v3-3-938253-938858	CHEMBL6041	106	211.7	0.000000000000000000000000002	0.0000000000000000000000000000000000000000000000000000000000000026
Pf3D7_14_v3-3-940335-940496	CHEMBL4090	22.7	9.2	5.8	0.82
Pf3D7_14_v3-3-940335-940496	CHEMBL5958	22.7	8.9	5.9	1
Pf3D7_14_v3-3-940335-940496	CHEMBL5058	22.7	6.9	5.6	4.4
Pf3D7_14_v3-3-940335-940496	CHEMBL2529	22.7	6.3	5.5	7
Pf3D7_14_v3-3-947295-947450	CHEMBL4998	24.6	7.6	1.00	2.9
Pf3D7_14_v3-3-94845-95003	CHEMBL2111452	25.8	13.3	0.45	0.049
Pf3D7_14_v3-3-957264-957440	CHEMBL4632	45.4	104.6	0.00000005	0.00000000000000000000000000000097
Pf3D7_14_v3-3-957264-957440	CHEMBL2364022	45.4	104.6	0.00000005	0.00000000000000000000000000000098
Pf3D7_14_v3-3-957264-957440	CHEMBL3038485	46.6	100.0	0.00000002	0.000000000000000000000000000027
Pf3D7_14_v3-3-957264-957440	CHEMBL2985	46.2	99.7	0.00000002	0.000000000000000000000000000033
Pf3D7_14_v3-3-957264-957440	CHEMBL2526	45.1	99.4	0.00000008	0.00000000000000000000000000004
Pf3D7_14_v3-3-957264-957440	CHEMBL3549	42.4	97.1	0.0000007	0.00000000000000000000000000021
Pf3D7_14_v3-3-957264-957440	CHEMBL1255164	43.9	96.2	0.0000002	0.00000000000000000000000000042
Pf3D7_14_v3-3-957264-957440	CHEMBL2111423	38.5	61.3	0.00002	0.000000000000000032
Pf3D7_14_v3-3-957264-957440	CHEMBL4327	38.5	61.3	0.00002	0.000000000000000032
Pf3D7_14_v3-3-957264-957440	CHEMBL4153	38.9	49.4	0.00001	0.00000000000017
Pf3D7_14_v3-3-963819-964073	CHEMBL2096907	34.7	16.0	0.0008	0.0037
Pf3D7_14_v3-3-972081-972308	CHEMBL3459	23.5	8.6	5.4	1
Pf3D7_14_v3-3-984597-984803	CHEMBL4205	23.9	5.7	3.6	9.4
Pf3D7_14_v3-3-99261-99431	CHEMBL5340	23.9	9.4	2.0	0.71
Pf3D7_14_v3-3-994521-994730	CHEMBL2004	23.1	12.5	6.2	0.08
Pf3D7_14_v3-3-997239-997415	CHEMBL3223	26.6	15.8	0.12	0.0055
Pf3D7_14_v3-3-997239-997415	CHEMBL2363965	26.6	12.4	0.28	0.065
Pf3D7_14_v3-3-997239-997415	CHEMBL2725	26.2	12.0	0.31	0.085
Pf3D7_14_v3-3-997239-997415	CHEMBL1916	25.4	11.3	0.76	0.14
Pf3D7_14_v3-4-1001343-1001167	CHEMBL5340	24.6	9.2	1.4	0.92
Pf3D7_14_v3-4-1009959-1009786	CHEMBL1741216	22.7	10.1	5.9	0.34
Pf3D7_14_v3-4-1018689-1018516	CHEMBL4374	23.9	7.6	2.7	2.5
Pf3D7_14_v3-4-1029966-1027969	CHEMBL5026	149	1251.2	0.0000000000000000000000000000000000001	0
Pf3D7_14_v3-4-1029966-1027969	CHEMBL4728	149	1249.1	0.00000000000000000000000000000000000007	0
Pf3D7_14_v3-4-1029966-1027969	CHEMBL3986	152	1243.4	0.00000000000000000000000000000000000001	0
Pf3D7_14_v3-4-1029966-1027969	CHEMBL3448	151	1112.1	0.00000000000000000000000000000000000002	0
Pf3D7_14_v3-4-1029966-1027969	CHEMBL1981	204	638.9	0.000000000000000000000000000000000000000000000000000000001	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000033
Pf3D7_14_v3-4-1029966-1027969	CHEMBL3085619	191	604.4	0.00000000000000000000000000000000000000000000000000007	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009
Pf3D7_14_v3-4-1029966-1027969	CHEMBL2040544	193	602.8	0.00000000000000000000000000000000000000000000000000001	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028
Pf3D7_14_v3-4-1029966-1027969	CHEMBL1667686	79.7	476.5	0.0000000000000009	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000045
Pf3D7_14_v3-4-1029966-1027969	CHEMBL2040701	80.9	473.9	0.0000000000000005	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000027
Pf3D7_14_v3-4-1029966-1027969	CHEMBL5836	89.4	215.7	0.0000000000000000007	0.00000000000000000000000000000000000000000000000000000000000000038
Pf3D7_14_v3-4-1050864-1050652	CHEMBL5016	26.6	7.8	0.46	2.2
Pf3D7_14_v3-4-1124418-1124179	CHEMBL5458	25.0	11.3	1.9	0.17
